date,store_id,city,product,units_sold,price,revenue
2025-05-17,S03,Bengaluru,Mocha,3,131.08,393.24
2025-05-17,S04,Chennai,Espresso,7,53.48,374.36
2025-05-17,S04,Chennai,Latte,6,78.04,468.24
2025-05-17,S04,Chennai,Cappuccino,6,100.21,601.26
2025-05-17,S04,Chennai,Americano,2,112.84,225.68
2025-05-17,S04,Chennai,Mocha,3,122.54,367.62
2025-05-17,S05,Kolkata,Espresso,5,46.55,232.75
2025-05-17,S05,Kolkata,Latte,6,61.18,367.08
2025-05-17,S05,Kolkata,Cappuccino,5,93.95,469.75
2025-05-17,S05,Kolkata,Americano,3,108.98,326.94
2025-05-17,S05,Kolkata,Mocha,4,135.27,541.08
2025-05-18,S01,Mumbai,Espresso,4,48.78,195.12
2025-05-18,S01,Mumbai,Latte,6,70.95,425.7
2025-05-18,S01,Mumbai,Cappuccino,8,87.08,696.64
2025-05-18,S01,Mumbai,Americano,7,113.44,794.08
2025-05-18,S01,Mumbai,Mocha,2,133.62,267.24
2025-05-18,S02,Delhi,Espresso,4,45.29,181.16
2025-05-18,S02,Delhi,Latte,1,69.06,69.06
2025-05-18,S02,Delhi,Cappuccino,10,94.25,942.5
2025-05-18,S02,Delhi,Americano,6,104.18,625.08
2025-05-18,S02,Delhi,Mocha,7,128.75,901.25
2025-05-18,S03,Bengaluru,Espresso,6,49.05,294.3
2025-05-18,S03,Bengaluru,Latte,7,73.65,515.55
2025-05-18,S03,Bengaluru,Cappuccino,8,94.5,756.0
2025-05-18,S03,Bengaluru,Americano,6,113.78,682.68
2025-05-18,S03,Bengaluru,Mocha,5,129.84,649.2
2025-05-18,S04,Chennai,Espresso,5,56.75,283.75
2025-05-18,S04,Chennai,Latte,5,73.35,366.75
2025-05-18,S04,Chennai,Cappuccino,5,92.81,464.05
2025-05-18,S04,Chennai,Americano,6,100.05,600.3
2025-05-18,S04,Chennai,Mocha,7,123.16,862.12
2025-05-18,S05,Kolkata,Espresso,3,44.22,132.66
2025-05-18,S05,Kolkata,Latte,6,68.22,409.32
2025-05-18,S05,Kolkata,Cappuccino,4,94.19,376.76
2025-05-18,S05,Kolkata,Americano,3,112.89,338.67
2025-05-18,S05,Kolkata,Mocha,5,120.09,600.45
2025-05-19,S01,Mumbai,Espresso,5,45.35,226.75
2025-05-19,S01,Mumbai,Latte,11,67.09,737.99
2025-05-19,S01,Mumbai,Cappuccino,5,94.67,473.35
2025-05-19,S01,Mumbai,Americano,2,109.23,218.46
2025-05-19,S01,Mumbai,Mocha,2,129.96,259.92
2025-05-19,S02,Delhi,Espresso,8,53.22,425.76
2025-05-19,S02,Delhi,Latte,7,72.27,505.89
2025-05-19,S02,Delhi,Cappuccino,5,92.46,462.3
2025-05-19,S02,Delhi,Americano,4,107.79,431.16
2025-05-19,S02,Delhi,Mocha,6,133.16,798.96
2025-05-19,S03,Bengaluru,Espresso,1,52.12,52.12
2025-05-19,S03,Bengaluru,Latte,9,66.68,600.12
2025-05-19,S03,Bengaluru,Cappuccino,5,91.46,457.3
2025-05-19,S03,Bengaluru,Americano,4,115.02,460.08
2025-05-19,S03,Bengaluru,Mocha,6,136.87,821.22
2025-05-19,S04,Chennai,Espresso,8,51.09,408.72
2025-05-19,S04,Chennai,Latte,5,67.12,335.6
2025-05-19,S04,Chennai,Cappuccino,3,93.69,281.07
2025-05-19,S04,Chennai,Americano,5,109.92,549.6
2025-05-19,S04,Chennai,Mocha,9,128.35,1155.15
2025-05-19,S05,Kolkata,Espresso,3,43.1,129.3
2025-05-19,S05,Kolkata,Latte,5,70.26,351.3
2025-05-19,S05,Kolkata,Cappuccino,5,85.97,429.85
2025-05-19,S05,Kolkata,Americano,6,108.8,652.8
2025-05-19,S05,Kolkata,Mocha,4,128.21,512.84
2025-05-20,S01,Mumbai,Espresso,3,51.68,155.04
2025-05-20,S01,Mumbai,Latte,4,67.87,271.48
2025-05-20,S01,Mumbai,Cappuccino,6,87.0,522.0
2025-05-20,S01,Mumbai,Americano,3,101.09,303.27
2025-05-20,S01,Mumbai,Mocha,3,133.44,400.32
2025-05-20,S02,Delhi,Espresso,6,48.59,291.54
2025-05-20,S02,Delhi,Latte,7,63.41,443.87
2025-05-20,S02,Delhi,Cappuccino,3,99.19,297.57
2025-05-20,S02,Delhi,Americano,6,119.54,717.24
2025-05-20,S02,Delhi,Mocha,7,127.65,893.55
2025-05-20,S03,Bengaluru,Espresso,6,50.66,303.96
2025-05-20,S03,Bengaluru,Latte,5,68.6,343.0
2025-05-20,S03,Bengaluru,Cappuccino,11,89.45,983.95
2025-05-20,S03,Bengaluru,Americano,11,108.43,1192.73
2025-05-20,S03,Bengaluru,Mocha,9,129.04,1161.36
2025-05-20,S04,Chennai,Espresso,8,46.69,373.52
2025-05-20,S04,Chennai,Latte,3,66.26,198.78
2025-05-20,S04,Chennai,Cappuccino,5,91.71,458.55
2025-05-20,S04,Chennai,Americano,5,105.36,526.8
2025-05-20,S04,Chennai,Mocha,7,131.24,918.68
2025-05-20,S05,Kolkata,Espresso,3,59.63,178.89
2025-05-20,S05,Kolkata,Latte,2,62.1,124.2
2025-05-20,S05,Kolkata,Cappuccino,9,85.19,766.71
2025-05-20,S05,Kolkata,Americano,0,112.66,0.0
2025-05-20,S05,Kolkata,Mocha,4,131.5,526.0
2025-05-21,S01,Mumbai,Espresso,4,54.77,219.08
2025-05-21,S01,Mumbai,Latte,3,63.35,190.05
2025-05-21,S01,Mumbai,Cappuccino,5,97.22,486.1
2025-05-21,S01,Mumbai,Americano,4,116.64,466.56
2025-05-21,S01,Mumbai,Mocha,5,135.52,677.6
2025-05-21,S02,Delhi,Espresso,4,48.32,193.28
2025-05-21,S02,Delhi,Latte,4,72.13,288.52
2025-05-21,S02,Delhi,Cappuccino,6,87.31,523.86
2025-05-21,S02,Delhi,Americano,1,111.42,111.42
2025-05-21,S02,Delhi,Mocha,3,124.16,372.48
2025-05-21,S03,Bengaluru,Espresso,7,41.7,291.9
2025-05-21,S03,Bengaluru,Latte,8,77.2,617.6
2025-05-21,S03,Bengaluru,Cappuccino,8,86.92,695.36
2025-05-21,S03,Bengaluru,Americano,10,103.86,1038.6
2025-05-21,S03,Bengaluru,Mocha,5,127.76,638.8
2025-05-21,S04,Chennai,Espresso,3,46.06,138.18
2025-05-21,S04,Chennai,Latte,4,73.82,295.28
2025-05-21,S04,Chennai,Cappuccino,6,90.22,541.32
2025-05-21,S04,Chennai,Americano,4,113.64,454.56
2025-05-21,S04,Chennai,Mocha,4,127.4,509.6
2025-05-21,S05,Kolkata,Espresso,4,53.58,214.32
2025-05-21,S05,Kolkata,Latte,6,68.77,412.62
2025-05-21,S05,Kolkata,Cappuccino,5,86.47,432.35
2025-05-21,S05,Kolkata,Americano,10,109.21,1092.1
2025-05-21,S05,Kolkata,Mocha,4,131.85,527.4
2025-05-22,S01,Mumbai,Espresso,8,48.76,390.08
2025-05-22,S01,Mumbai,Latte,2,67.88,135.76
2025-05-22,S01,Mumbai,Cappuccino,4,96.29,385.16
2025-05-22,S01,Mumbai,Americano,1,106.02,106.02
2025-05-22,S01,Mumbai,Mocha,2,135.27,270.54
2025-05-22,S02,Delhi,Espresso,4,48.56,194.24
2025-05-22,S02,Delhi,Latte,5,64.93,324.65
2025-05-22,S02,Delhi,Cappuccino,5,86.29,431.45
2025-05-22,S02,Delhi,Americano,6,109.35,656.1
2025-05-22,S02,Delhi,Mocha,4,133.81,535.24
2025-05-22,S03,Bengaluru,Espresso,4,54.76,219.04
2025-05-22,S03,Bengaluru,Latte,7,73.02,511.14
2025-05-22,S03,Bengaluru,Cappuccino,6,98.99,593.94
2025-05-22,S03,Bengaluru,Americano,3,104.6,313.8
2025-05-22,S03,Bengaluru,Mocha,1,131.81,131.81
2025-05-22,S04,Chennai,Espresso,4,51.88,207.52
2025-05-22,S04,Chennai,Latte,4,76.39,305.56
2025-05-22,S04,Chennai,Cappuccino,4,102.75,411.0
2025-05-22,S04,Chennai,Americano,3,109.2,327.6
2025-05-22,S04,Chennai,Mocha,10,128.94,1289.4
2025-05-22,S05,Kolkata,Espresso,7,47.99,335.93
2025-05-22,S05,Kolkata,Latte,4,77.64,310.56
2025-05-22,S05,Kolkata,Cappuccino,5,92.27,461.35
2025-05-22,S05,Kolkata,Americano,7,111.16,778.12
2025-05-22,S05,Kolkata,Mocha,7,132.89,930.23
2025-05-23,S01,Mumbai,Espresso,5,51.14,255.7
2025-05-23,S01,Mumbai,Latte,1,75.17,75.17
2025-05-23,S01,Mumbai,Cappuccino,5,88.57,442.85
2025-05-23,S01,Mumbai,Americano,2,109.28,218.56
2025-05-23,S01,Mumbai,Mocha,4,123.74,494.96
2025-05-23,S02,Delhi,Espresso,6,56.74,340.44
2025-05-23,S02,Delhi,Latte,6,70.56,423.36
2025-05-23,S02,Delhi,Cappuccino,6,85.34,512.04
2025-05-23,S02,Delhi,Americano,4,114.83,459.32
2025-05-23,S02,Delhi,Mocha,4,128.35,513.4
2025-05-23,S03,Bengaluru,Espresso,4,54.91,219.64
2025-05-23,S03,Bengaluru,Latte,2,68.55,137.1
2025-05-23,S03,Bengaluru,Cappuccino,8,99.61,796.88
2025-05-23,S03,Bengaluru,Americano,3,111.65,334.95
2025-05-23,S03,Bengaluru,Mocha,4,127.58,510.32
2025-05-23,S04,Chennai,Espresso,4,53.58,214.32
2025-05-23,S04,Chennai,Latte,3,74.71,224.13
2025-05-23,S04,Chennai,Cappuccino,5,92.61,463.05
2025-05-23,S04,Chennai,Americano,2,107.85,215.7
2025-05-23,S04,Chennai,Mocha,4,127.32,509.28
2025-05-23,S05,Kolkata,Espresso,2,53.05,106.1
2025-05-23,S05,Kolkata,Latte,5,72.0,360.0
2025-05-23,S05,Kolkata,Cappuccino,3,86.28,258.84
2025-05-23,S05,Kolkata,Americano,4,105.75,423.0
2025-05-23,S05,Kolkata,Mocha,4,136.13,544.52
2025-05-24,S01,Mumbai,Espresso,5,45.4,227.0
2025-05-24,S01,Mumbai,Latte,5,64.81,324.05
2025-05-24,S01,Mumbai,Cappuccino,4,86.03,344.12
2025-05-24,S01,Mumbai,Americano,5,114.14,570.7
2025-05-24,S01,Mumbai,Mocha,5,127.97,639.85
2025-05-24,S02,Delhi,Espresso,4,51.74,206.96
2025-05-24,S02,Delhi,Latte,7,70.32,492.24
2025-05-24,S02,Delhi,Cappuccino,6,90.76,544.56
2025-05-24,S02,Delhi,Americano,4,113.91,455.64
2025-05-24,S02,Delhi,Mocha,2,134.61,269.22
2025-05-24,S03,Bengaluru,Espresso,2,50.64,101.28
2025-05-24,S03,Bengaluru,Latte,3,82.47,247.41
2025-05-24,S03,Bengaluru,Cappuccino,6,94.29,565.74
2025-05-24,S03,Bengaluru,Americano,4,109.89,439.56
2025-05-24,S03,Bengaluru,Mocha,9,127.25,1145.25
2025-05-24,S04,Chennai,Espresso,7,47.85,334.95
2025-05-24,S04,Chennai,Latte,6,63.18,379.08
2025-05-24,S04,Chennai,Cappuccino,4,79.07,316.28
2025-05-24,S04,Chennai,Americano,1,112.58,112.58
2025-05-24,S04,Chennai,Mocha,4,130.13,520.52
2025-05-24,S05,Kolkata,Espresso,5,48.74,243.7
2025-05-24,S05,Kolkata,Latte,2,54.74,109.48
2025-05-24,S05,Kolkata,Cappuccino,9,95.05,855.45
2025-05-24,S05,Kolkata,Americano,2,104.95,209.9
2025-05-24,S05,Kolkata,Mocha,8,135.34,1082.72
2025-05-25,S01,Mumbai,Espresso,4,41.67,166.68
2025-05-25,S01,Mumbai,Latte,9,67.65,608.85
2025-05-25,S01,Mumbai,Cappuccino,6,90.9,545.4
2025-05-25,S01,Mumbai,Americano,8,105.68,845.44
2025-05-25,S01,Mumbai,Mocha,5,132.06,660.3
2025-05-25,S02,Delhi,Espresso,7,49.93,349.51
2025-05-25,S02,Delhi,Latte,5,83.75,418.75
2025-05-25,S02,Delhi,Cappuccino,0,97.26,0.0
2025-05-25,S02,Delhi,Americano,2,101.58,203.16
2025-05-25,S02,Delhi,Mocha,3,138.64,415.92
2025-05-25,S03,Bengaluru,Espresso,6,49.25,295.5
2025-05-25,S03,Bengaluru,Latte,4,72.68,290.72
2025-05-25,S03,Bengaluru,Cappuccino,7,79.31,555.17
2025-05-25,S03,Bengaluru,Americano,6,113.08,678.48
2025-05-25,S03,Bengaluru,Mocha,3,138.59,415.77
2025-05-25,S04,Chennai,Espresso,4,47.0,188.0
2025-05-25,S04,Chennai,Latte,5,66.91,334.55
2025-05-25,S04,Chennai,Cappuccino,6,97.47,584.82
2025-05-25,S04,Chennai,Americano,3,106.87,320.61
2025-05-25,S04,Chennai,Mocha,4,125.58,502.32
2025-05-25,S05,Kolkata,Espresso,7,52.73,369.11
2025-05-25,S05,Kolkata,Latte,4,64.11,256.44
2025-05-25,S05,Kolkata,Cappuccino,3,90.41,271.23
2025-05-25,S05,Kolkata,Americano,5,106.71,533.55
2025-05-25,S05,Kolkata,Mocha,5,133.79,668.95
2025-05-26,S01,Mumbai,Espresso,6,50.94,305.64
2025-05-26,S01,Mumbai,Latte,4,70.22,280.88
2025-05-26,S01,Mumbai,Cappuccino,8,100.62,804.96
2025-05-26,S01,Mumbai,Americano,4,103.78,415.12
2025-05-26,S01,Mumbai,Mocha,7,130.21,911.47
2025-05-26,S02,Delhi,Espresso,5,43.79,218.95
2025-05-26,S02,Delhi,Latte,8,64.76,518.08
2025-05-26,S02,Delhi,Cappuccino,4,91.07,364.28
2025-05-26,S02,Delhi,Americano,7,114.12,798.84
2025-05-26,S02,Delhi,Mocha,4,132.33,529.32
2025-05-26,S03,Bengaluru,Espresso,3,34.42,103.26
2025-05-26,S03,Bengaluru,Latte,4,59.56,238.24
2025-05-26,S03,Bengaluru,Cappuccino,3,78.56,235.68
2025-05-26,S03,Bengaluru,Americano,3,102.87,308.61
2025-05-26,S03,Bengaluru,Mocha,8,130.89,1047.12
2025-05-26,S04,Chennai,Espresso,3,49.42,148.26
2025-05-26,S04,Chennai,Latte,4,69.24,276.96
2025-05-26,S04,Chennai,Cappuccino,4,83.83,335.32
2025-05-26,S04,Chennai,Americano,2,96.19,192.38
2025-05-26,S04,Chennai,Mocha,0,121.57,0.0
2025-05-26,S05,Kolkata,Espresso,2,55.19,110.38
2025-05-26,S05,Kolkata,Latte,3,71.21,213.63
2025-05-26,S05,Kolkata,Cappuccino,4,86.01,344.04
2025-05-26,S05,Kolkata,Americano,5,103.76,518.8
2025-05-26,S05,Kolkata,Mocha,5,118.42,592.1
2025-05-27,S01,Mumbai,Espresso,4,53.5,214.0
2025-05-27,S01,Mumbai,Latte,3,80.02,240.06
2025-05-27,S01,Mumbai,Cappuccino,6,84.04,504.24
2025-05-27,S01,Mumbai,Americano,4,114.74,458.96
2025-05-27,S01,Mumbai,Mocha,4,131.05,524.2
2025-05-27,S02,Delhi,Espresso,3,50.5,151.5
2025-05-27,S02,Delhi,Latte,8,75.33,602.64
2025-05-27,S02,Delhi,Cappuccino,3,89.73,269.19
2025-05-27,S02,Delhi,Americano,4,120.83,483.32
2025-05-27,S02,Delhi,Mocha,9,123.31,1109.79
2025-05-27,S03,Bengaluru,Espresso,5,47.56,237.8
2025-05-27,S03,Bengaluru,Latte,7,63.69,445.83
2025-05-27,S03,Bengaluru,Cappuccino,6,93.49,560.94
2025-05-27,S03,Bengaluru,Americano,9,109.95,989.55
2025-05-27,S03,Bengaluru,Mocha,8,131.99,1055.92
2025-05-27,S04,Chennai,Espresso,5,47.71,238.55
2025-05-27,S04,Chennai,Latte,6,71.36,428.16
2025-05-27,S04,Chennai,Cappuccino,6,93.69,562.14
2025-05-27,S04,Chennai,Americano,7,110.2,771.4
2025-05-27,S04,Chennai,Mocha,8,130.91,1047.28
2025-05-27,S05,Kolkata,Espresso,5,55.16,275.8
2025-05-27,S05,Kolkata,Latte,7,72.68,508.76
2025-05-27,S05,Kolkata,Cappuccino,5,89.89,449.45
2025-05-27,S05,Kolkata,Americano,1,105.44,105.44
2025-05-27,S05,Kolkata,Mocha,3,131.34,394.02
2025-05-28,S01,Mumbai,Espresso,5,52.86,264.3
2025-05-28,S01,Mumbai,Latte,2,66.33,132.66
2025-05-28,S01,Mumbai,Cappuccino,6,94.82,568.92
2025-05-28,S01,Mumbai,Americano,4,115.74,462.96
2025-05-28,S01,Mumbai,Mocha,6,136.7,820.2
2025-05-28,S02,Delhi,Espresso,3,51.32,153.96
2025-05-28,S02,Delhi,Latte,9,65.6,590.4
2025-05-28,S02,Delhi,Cappuccino,3,88.03,264.09
2025-05-28,S02,Delhi,Americano,2,107.24,214.48
2025-05-28,S02,Delhi,Mocha,3,132.54,397.62
2025-05-28,S03,Bengaluru,Espresso,6,48.97,293.82
2025-05-28,S03,Bengaluru,Latte,8,63.85,510.8
2025-05-28,S03,Bengaluru,Cappuccino,6,87.34,524.04
2025-05-28,S03,Bengaluru,Americano,6,114.19,685.14
2025-05-28,S03,Bengaluru,Mocha,6,131.02,786.12
2025-05-28,S04,Chennai,Espresso,4,46.0,184.0
2025-05-28,S04,Chennai,Latte,2,68.66,137.32
2025-05-28,S04,Chennai,Cappuccino,5,88.8,444.0
2025-05-28,S04,Chennai,Americano,7,112.76,789.32
2025-05-28,S04,Chennai,Mocha,4,137.61,550.44
2025-05-28,S05,Kolkata,Espresso,6,63.76,382.56
2025-05-28,S05,Kolkata,Latte,10,67.26,672.6
2025-05-28,S05,Kolkata,Cappuccino,3,87.73,263.19
2025-05-28,S05,Kolkata,Americano,8,106.18,849.44
2025-05-28,S05,Kolkata,Mocha,5,132.73,663.65
2025-05-29,S01,Mumbai,Espresso,3,43.38,130.14
2025-05-29,S01,Mumbai,Latte,5,68.22,341.1
2025-05-29,S01,Mumbai,Cappuccino,2,83.82,167.64
2025-05-29,S01,Mumbai,Americano,3,111.7,335.1
2025-05-29,S01,Mumbai,Mocha,7,128.9,902.3
2025-05-29,S02,Delhi,Espresso,4,44.92,179.68
2025-05-29,S02,Delhi,Latte,3,68.65,205.95
2025-05-29,S02,Delhi,Cappuccino,7,81.15,568.05
2025-05-29,S02,Delhi,Americano,5,99.55,497.75
2025-05-29,S02,Delhi,Mocha,4,124.34,497.36
2025-05-29,S03,Bengaluru,Espresso,10,55.89,558.9
2025-05-29,S03,Bengaluru,Latte,8,68.3,546.4
2025-05-29,S03,Bengaluru,Cappuccino,5,88.84,444.2
2025-05-29,S03,Bengaluru,Americano,6,107.09,642.54
2025-05-29,S03,Bengaluru,Mocha,7,130.22,911.54
2025-05-29,S04,Chennai,Espresso,4,56.36,225.44
2025-05-29,S04,Chennai,Latte,5,79.71,398.55
2025-05-29,S04,Chennai,Cappuccino,3,98.69,296.07
2025-05-29,S04,Chennai,Americano,5,112.68,563.4
2025-05-29,S04,Chennai,Mocha,5,133.29,666.45
2025-05-29,S05,Kolkata,Espresso,4,51.74,206.96
2025-05-29,S05,Kolkata,Latte,5,68.11,340.55
2025-05-29,S05,Kolkata,Cappuccino,2,88.56,177.12
2025-05-29,S05,Kolkata,Americano,4,106.14,424.56
2025-05-29,S05,Kolkata,Mocha,7,134.04,938.28
2025-05-30,S01,Mumbai,Espresso,5,45.9,229.5
2025-05-30,S01,Mumbai,Latte,7,74.06,518.42
2025-05-30,S01,Mumbai,Cappuccino,6,95.74,574.44
2025-05-30,S01,Mumbai,Americano,1,102.26,102.26
2025-05-30,S01,Mumbai,Mocha,6,126.8,760.8
2025-05-30,S02,Delhi,Espresso,2,43.49,86.98
2025-05-30,S02,Delhi,Latte,3,71.57,214.71
2025-05-30,S02,Delhi,Cappuccino,6,92.91,557.46
2025-05-30,S02,Delhi,Americano,4,110.27,441.08
2025-05-30,S02,Delhi,Mocha,1,130.06,130.06
2025-05-30,S03,Bengaluru,Espresso,6,53.97,323.82
2025-05-30,S03,Bengaluru,Latte,8,76.88,615.04
2025-05-30,S03,Bengaluru,Cappuccino,4,94.57,378.28
2025-05-30,S03,Bengaluru,Americano,6,106.58,639.48
2025-05-30,S03,Bengaluru,Mocha,7,131.86,923.02
2025-05-30,S04,Chennai,Espresso,10,48.82,488.2
2025-05-30,S04,Chennai,Latte,2,72.13,144.26
2025-05-30,S04,Chennai,Cappuccino,4,89.22,356.88
2025-05-30,S04,Chennai,Americano,5,117.26,586.3
2025-05-30,S04,Chennai,Mocha,4,129.86,519.44
2025-05-30,S05,Kolkata,Espresso,6,57.37,344.22
2025-05-30,S05,Kolkata,Latte,11,75.41,829.51
2025-05-30,S05,Kolkata,Cappuccino,6,82.08,492.48
2025-05-30,S05,Kolkata,Americano,5,102.9,514.5
2025-05-30,S05,Kolkata,Mocha,4,119.32,477.28
2025-05-31,S01,Mumbai,Espresso,7,52.3,366.1
2025-05-31,S01,Mumbai,Latte,4,64.16,256.64
2025-05-31,S01,Mumbai,Cappuccino,4,79.55,318.2
2025-05-31,S01,Mumbai,Americano,4,105.55,422.2
2025-05-31,S01,Mumbai,Mocha,5,127.73,638.65
2025-05-31,S02,Delhi,Espresso,5,36.11,180.55
2025-05-31,S02,Delhi,Latte,3,79.93,239.79
2025-05-31,S02,Delhi,Cappuccino,4,95.85,383.4
2025-05-31,S02,Delhi,Americano,5,104.51,522.55
2025-05-31,S02,Delhi,Mocha,4,128.68,514.72
2025-05-31,S03,Bengaluru,Espresso,4,55.76,223.04
2025-05-31,S03,Bengaluru,Latte,3,64.32,192.96
2025-05-31,S03,Bengaluru,Cappuccino,5,95.28,476.4
2025-05-31,S03,Bengaluru,Americano,2,112.81,225.62
2025-05-31,S03,Bengaluru,Mocha,10,119.35,1193.5
2025-05-31,S04,Chennai,Espresso,4,46.87,187.48
2025-05-31,S04,Chennai,Latte,4,73.07,292.28
2025-05-31,S04,Chennai,Cappuccino,5,92.31,461.55
2025-05-31,S04,Chennai,Americano,5,106.89,534.45
2025-05-31,S04,Chennai,Mocha,3,130.6,391.8
2025-05-31,S05,Kolkata,Espresso,8,56.26,450.08
2025-05-31,S05,Kolkata,Latte,4,74.55,298.2
2025-05-31,S05,Kolkata,Cappuccino,8,95.04,760.32
2025-05-31,S05,Kolkata,Americano,6,114.3,685.8
2025-05-31,S05,Kolkata,Mocha,5,136.74,683.7
2025-06-01,S01,Mumbai,Espresso,7,51.35,359.45
2025-06-01,S01,Mumbai,Latte,3,77.29,231.87
2025-06-01,S01,Mumbai,Cappuccino,6,94.25,565.5
2025-06-01,S01,Mumbai,Americano,8,108.0,864.0
2025-06-01,S01,Mumbai,Mocha,8,131.17,1049.36
2025-06-01,S02,Delhi,Espresso,7,43.49,304.43
2025-06-01,S02,Delhi,Latte,6,59.39,356.34
2025-06-01,S02,Delhi,Cappuccino,6,88.84,533.04
2025-06-01,S02,Delhi,Americano,3,103.37,310.11
2025-06-01,S02,Delhi,Mocha,1,136.2,136.2
2025-06-01,S03,Bengaluru,Espresso,5,39.51,197.55
2025-06-01,S03,Bengaluru,Latte,6,64.47,386.82
2025-06-01,S03,Bengaluru,Cappuccino,5,91.23,456.15
2025-06-01,S03,Bengaluru,Americano,4,104.11,416.44
2025-06-01,S03,Bengaluru,Mocha,3,117.46,352.38
2025-06-01,S04,Chennai,Espresso,4,48.38,193.52
2025-06-01,S04,Chennai,Latte,4,70.18,280.72
2025-06-01,S04,Chennai,Cappuccino,2,92.12,184.24
2025-06-01,S04,Chennai,Americano,7,104.62,732.34
2025-06-01,S04,Chennai,Mocha,6,123.17,739.02
2025-06-01,S05,Kolkata,Espresso,3,48.91,146.73
2025-06-01,S05,Kolkata,Latte,8,71.64,573.12
2025-06-01,S05,Kolkata,Cappuccino,5,91.31,456.55
2025-06-01,S05,Kolkata,Americano,4,113.86,455.44
2025-06-01,S05,Kolkata,Mocha,4,130.77,523.08
2025-06-02,S01,Mumbai,Espresso,5,48.67,243.35
2025-06-02,S01,Mumbai,Latte,7,64.25,449.75
2025-06-02,S01,Mumbai,Cappuccino,1,88.35,88.35
2025-06-02,S01,Mumbai,Americano,5,108.9,544.5
2025-06-02,S01,Mumbai,Mocha,5,128.58,642.9
2025-06-02,S02,Delhi,Espresso,4,53.84,215.36
2025-06-02,S02,Delhi,Latte,3,65.29,195.87
2025-06-02,S02,Delhi,Cappuccino,5,88.11,440.55
2025-06-02,S02,Delhi,Americano,2,107.0,214.0
2025-06-02,S02,Delhi,Mocha,3,129.68,389.04
2025-06-02,S03,Bengaluru,Espresso,4,52.59,210.36
2025-06-02,S03,Bengaluru,Latte,3,66.83,200.49
2025-06-02,S03,Bengaluru,Cappuccino,5,97.37,486.85
2025-06-02,S03,Bengaluru,Americano,3,113.21,339.63
2025-06-02,S03,Bengaluru,Mocha,6,128.56,771.36
2025-06-02,S04,Chennai,Espresso,6,57.37,344.22
2025-06-02,S04,Chennai,Latte,5,67.73,338.65
2025-06-02,S04,Chennai,Cappuccino,8,89.03,712.24
2025-06-02,S04,Chennai,Americano,7,109.68,767.76
2025-06-02,S04,Chennai,Mocha,4,136.63,546.52
2025-06-02,S05,Kolkata,Espresso,2,49.09,98.18
2025-06-02,S05,Kolkata,Latte,5,72.57,362.85
2025-06-02,S05,Kolkata,Cappuccino,4,91.97,367.88
2025-06-02,S05,Kolkata,Americano,9,106.66,959.94
2025-06-02,S05,Kolkata,Mocha,5,126.77,633.85
2025-06-03,S01,Mumbai,Espresso,6,48.65,291.9
2025-06-03,S01,Mumbai,Latte,6,67.57,405.42
2025-06-03,S01,Mumbai,Cappuccino,4,96.06,384.24
2025-06-03,S01,Mumbai,Americano,7,99.43,696.01
2025-06-03,S01,Mumbai,Mocha,3,128.16,384.48
2025-06-03,S02,Delhi,Espresso,8,51.54,412.32
2025-06-03,S02,Delhi,Latte,10,71.34,713.4
2025-06-03,S02,Delhi,Cappuccino,5,85.01,425.05
2025-06-03,S02,Delhi,Americano,7,108.64,760.48
2025-06-03,S02,Delhi,Mocha,7,123.22,862.54
2025-06-03,S03,Bengaluru,Espresso,9,50.85,457.65
2025-06-03,S03,Bengaluru,Latte,7,76.57,535.99
2025-06-03,S03,Bengaluru,Cappuccino,7,87.44,612.08
2025-06-03,S03,Bengaluru,Americano,7,113.3,793.1
2025-06-03,S03,Bengaluru,Mocha,8,132.99,1063.92
2025-06-03,S04,Chennai,Espresso,3,45.6,136.8
2025-06-03,S04,Chennai,Latte,1,71.2,71.2
2025-06-03,S04,Chennai,Cappuccino,5,94.88,474.4
2025-06-03,S04,Chennai,Americano,4,104.08,416.32
2025-06-03,S04,Chennai,Mocha,2,124.68,249.36
2025-06-03,S05,Kolkata,Espresso,6,45.24,271.44
2025-06-03,S05,Kolkata,Latte,7,69.84,488.88
2025-06-03,S05,Kolkata,Cappuccino,9,81.57,734.13
2025-06-03,S05,Kolkata,Americano,1,118.83,118.83
2025-06-03,S05,Kolkata,Mocha,3,129.68,389.04
2025-06-04,S01,Mumbai,Espresso,6,49.71,298.26
2025-06-04,S01,Mumbai,Latte,11,68.08,748.88
2025-06-04,S01,Mumbai,Cappuccino,11,91.75,1009.25
2025-06-04,S01,Mumbai,Americano,4,112.86,451.44
2025-06-04,S01,Mumbai,Mocha,2,138.54,277.08
2025-06-04,S02,Delhi,Espresso,6,53.28,319.68
2025-06-04,S02,Delhi,Latte,8,66.64,533.12
2025-06-04,S02,Delhi,Cappuccino,7,90.45,633.15
2025-06-04,S02,Delhi,Americano,7,113.46,794.22
2025-06-04,S02,Delhi,Mocha,7,132.42,926.94
2025-06-04,S03,Bengaluru,Espresso,3,46.08,138.24
2025-06-04,S03,Bengaluru,Latte,5,69.48,347.4
2025-06-04,S03,Bengaluru,Cappuccino,4,97.07,388.28
2025-06-04,S03,Bengaluru,Americano,10,113.89,1138.9
2025-06-04,S03,Bengaluru,Mocha,5,129.17,645.85
2025-06-04,S04,Chennai,Espresso,5,51.07,255.35
2025-06-04,S04,Chennai,Latte,6,72.33,433.98
